CustomerID,TotalBalance,Limit,NumCredit,NumChecking,NumSavings
C000001,535.1505208237745,24081.773437069853,1,0,0
C000002,338.8898741204574,8485.566469870442,1,1,0
C000003,5296.47458426689,194546.09513562568,1,2,0
C000004,1175.6992200601742,,0,0,1
C000005,300.342310530943,,0,1,0
C000006,648.1559805653955,,0,0,1
C000007,636.9777778562233,28664.000003530047,1,0,0
C000008,674.7621368697982,30364.296159140915,1,0,0
C000009,2460.971262605018,,0,1,1
C000010,32.98081291610694,,0,1,0
C000011,621.3796827065057,27962.08572179276,1,0,0
C000012,1700.732749519075,,0,0,1
C000013,319.36928169789223,,0,1,0
C000014,2797.632723497337,,0,1,1
C000015,838.7555973340419,,0,0,1
C000016,1100.0809576327636,,0,0,1
C000017,2615.461151262998,91458.12914449433,2,1,0
C000018,1024.8118324869183,,0,0,1
C000019,685.5434291015613,,0,1,1
C000020,1762.1145244279132,38038.53439630714,2,0,1
C000021,1259.4542027426537,,0,0,1
C000022,378.92939832272367,17051.822924522563,1,0,0
C000023,403.8006636491974,8313.614298055072,1,1,0
C000024,1472.1635886117317,,0,0,1
C000025,184.8647996103841,8318.915982467284,1,0,0
C000026,1521.1386975204434,,0,0,1
C000027,788.8108871446115,35496.48992150751,1,0,0
C000028,3859.8101828605622,,0,0,3
C000029,198.60835401518608,8937.375930683374,1,0,0
C000030,1790.5014863016593,,0,2,1
C000031,1128.6403884036001,50788.817478162004,2,0,0
C000032,181.57805445462972,,0,1,0
C000033,140.96744464193415,,0,1,0
C000034,998.0049203987644,44910.2214179444,1,0,0
C000035,1101.2879139513886,15399.50789997702,1,0,1
C000036,4264.530464605686,25788.30297618111,1,1,1
C000037,85.0767345862013,,0,1,0
C000038,403.94556411186755,12017.738808913064,1,1,0
C000039,1605.312812747066,,0,0,1
C000040,1253.3761908583415,,0,0,1
C000041,764.3096884834766,34393.93598175645,1,0,0
C000042,937.7307643650051,,0,3,0
C000043,1460.909336664747,11960.458326099217,1,3,0
C000044,975.4979680166967,43897.408560751355,2,0,0
C000045,80.16078504677591,,0,1,0
C000046,132.87637255463412,,0,1,0
C000047,1592.13732887685,,0,0,1
C000048,2484.3555714067907,16065.266215199656,1,0,1
C000049,2843.8883703599877,74286.5425527498,1,0,1
C000050,404.6761779573156,18210.4280080792,1,0,0
C000051,3359.9956331510166,,0,0,1
C000052,1213.816758053185,54621.75411239331,1,0,0
C000053,1956.0079238217008,13927.64949833762,1,1,2
C000054,963.2855022350776,,0,0,1
C000055,2031.3290480565004,,0,0,1
C000056,81.83172635195248,,0,1,0
C000057,107.77616761781766,,0,1,0
C000058,220.52121925812105,,0,1,0
C000059,134.08990197055604,,0,1,0
C000060,104.77547768468185,,0,1,0
C000061,5006.517674348587,,0,2,1
C000062,347.472638826536,15636.26874719412,1,0,0
C000063,2447.139266519694,,0,1,1
C000064,2584.9261545320596,19140.173117270184,1,2,1
C000065,1924.4563093360475,,0,0,1
C000066,2776.567612187174,12564.439668505049,1,2,1
C000067,585.9032309405264,26365.645392323688,1,0,0
C000068,582.1477164986709,,0,2,0
C000069,222.4857515867444,,0,1,0
C000070,585.7818835948023,26360.1847617661,1,0,0
C000071,256.8063798123613,,0,1,0
C000072,1777.2175808119187,79974.79113653634,3,0,0
C000073,146.68918186396752,,0,1,0
C000074,2501.012883270111,25418.972805922906,1,0,1
C000075,441.88705060285946,19884.91727712868,1,0,0
C000076,1845.3007774906127,,0,0,1
C000077,605.028171270854,20548.863938837378,1,1,0
C000078,2252.596662915148,,0,0,1
C000079,853.9710683477012,,0,2,0
C000080,208.44703183187104,9380.116432434195,1,0,0
C000081,655.1154666588845,29480.195999649804,1,0,0
C000082,49.34537126626941,,0,1,0
C000083,1149.780200210288,,0,1,1
C000084,1945.517767915286,,0,0,1
C000085,541.7389155998878,24378.251201994957,1,0,0
C000086,74.41672455286314,,0,1,0
C000087,349.56618648193574,15730.478391687107,1,0,0
C000088,3821.3800527336543,53040.85781437894,2,0,2
C000089,3869.000480788164,,0,2,2
C000090,434.4631576845888,19550.842095806496,1,0,0
C000091,260.7747371493454,,0,2,0
C000092,1051.6783217595769,,0,0,1
C000093,1435.7719270565665,19308.927272909237,1,0,1
C000094,614.1413064508968,27636.358790290353,2,0,0
C000095,336.5143371790401,,0,1,0
C000096,1305.2870529336983,,0,0,1
C000097,279.7430653736799,12588.437941815597,1,0,0
C000098,735.2985345880996,,0,0,1
C000099,607.1286361085083,27320.788624882876,1,0,0
C000100,880.3453670654171,,0,0,1
C000101,1581.3617862473452,,0,0,1
C000102,2049.655264806955,92234.48691631298,2,0,0
C000103,1193.6126951514025,53712.57128181312,1,0,0
C000104,171.99579071031354,,0,1,0
C000105,1452.1790207539573,26950.415608818173,1,1,1
C000106,783.0536563150434,35237.414534176954,1,0,0
C000107,1801.803636166753,,0,0,1
C000108,638.106479194526,14730.800279772897,1,1,0
C000109,1965.704894895299,,0,1,1
C000110,1356.738048562272,,0,2,0
C000111,748.6404244895393,,0,0,1
C000112,802.5885948871522,36116.486769921845,1,0,0
C000113,614.4643747603335,17641.077824589098,1,2,0
C000114,826.3021838225876,,0,0,1
C000115,126.36548592756333,,0,1,0
C000116,190.90722109398425,,0,1,0
C000117,1494.4739437209955,,0,0,1
C000118,101.5814188878756,,0,1,0
C000119,4682.922621461123,17432.567075268977,1,0,1
C000120,1371.670419392946,,0,1,1
C000121,1575.9502434599713,8285.640793941255,1,0,1
C000122,122.27563978395054,5502.403790277775,1,0,0
C000123,609.0820255435764,7928.334982458514,1,3,0
C000124,414.74747974052934,,0,2,0
C000125,1605.180120539024,,0,0,1
C000126,468.69708559279616,,0,1,0
C000127,682.4213725920747,,0,1,0
C000128,800.6791865055362,,0,4,0
C000129,909.4833653651248,38300.70936654454,1,1,0
C000130,468.2835918118324,,0,0,1
C000131,2022.5789232955813,,0,0,1
C000132,124.91389496882108,,0,1,0
C000133,754.3607409535006,,0,0,1
C000134,5795.358449696236,108000.3088603391,2,1,2
C000135,144.06735779608036,6483.031100823616,1,0,0
C000136,2646.2051853405137,95761.12298738373,2,1,0
C000137,1376.147260524411,48225.37744950809,1,2,0
C000138,260.85918171464255,,0,1,0
C000139,1162.094997052295,52294.27486735329,2,0,0
C000140,943.7591071672343,35804.81473373457,1,1,0
C000141,578.5542203846351,26034.939917308577,1,0,0
C000142,564.7742327453941,25414.840473542736,1,0,0
C000143,368.0412293657771,,0,2,0
C000144,484.8058232722223,21816.26204725,1,0,0
C000145,317.3803204241575,,0,1,0
C000146,4143.837431866283,,0,0,1
C000147,224.2915875386205,10093.121439237922,1,0,0
C000148,2110.273022525944,36647.97112235578,1,0,1
C000149,823.8805933532548,21573.38519564251,1,2,0
C000150,355.81496241985235,,0,1,0
C000151,969.4674488380172,,0,0,1
C000152,693.4559205646093,,0,0,1
C000153,1593.7418063448936,,0,0,1
C000154,435.1230290417806,,0,1,0
C000155,286.5611232495038,,0,1,0
C000156,2216.233901309595,,0,0,1
C000157,159.73120145636543,,0,1,0
C000158,321.47823050358005,,0,1,0
C000159,712.4328003877771,32059.476017449968,1,0,0
C000160,150.84544478388784,,0,1,0
C000161,1580.9948458125768,,0,2,0
C000162,210.62371143701188,9478.067014665534,1,0,0
C000163,215.4885123053871,,0,1,0
C000164,961.2157227547416,,0,1,1
C000165,57.27150648113128,,0,1,0
C000166,101.8341573628736,,0,1,0
C000167,578.4961908163921,13396.998806928988,1,1,0
C000168,3759.346152322434,,0,0,2
C000169,562.5631202288898,25315.340410300043,1,0,0
C000170,276.5398528699481,12444.293379147664,1,0,0
C000171,817.4892591159853,,0,1,1
C000172,1831.8936368318102,62736.35105298445,2,1,0
C000173,1722.0115542642436,77490.51994189096,1,0,0
C000174,186.60789233703463,,0,1,0
C000175,556.4504687538945,8261.640858723236,1,2,0
C000176,463.919089296059,,0,0,1
C000177,2768.8954729967077,5899.929597879271,1,0,2
C000178,4956.925102717267,100774.64386921216,1,0,1
C000179,787.48072033396,35436.6324150282,1,0,0
C000180,1393.341225160039,,0,0,1
C000181,4263.932399452544,10416.440142441166,1,0,2
C000182,622.7077229483062,28237.55717639733,2,0,0
C000183,1692.8972321544384,,0,0,1
C000184,784.6416012020441,18462.734335799127,1,1,0
C000185,37.56785581473373,,0,1,0
C000186,827.9176715005062,29942.71496485755,2,1,0
C000187,87.30795246943744,,0,1,0
C000188,621.0217635903911,27945.9793615676,1,0,0
C000189,2075.353645336991,25504.621438605096,1,2,1
C000190,1684.9488635280309,75822.69885876139,3,0,0
C000191,297.13649418241886,13371.14223820885,1,0,0
C000192,461.803139207256,20781.14126432652,1,0,0
C000193,3512.3901348253835,,0,0,1
C000194,589.9421866294582,,0,1,0
C000195,90.6396363136277,,0,1,0
C000196,635.8474933033483,17642.246442108037,1,1,0
C000197,443.559981408547,,0,1,0
C000198,3096.3461017248883,,0,1,1
C000199,417.1088633772833,18769.89885197775,1,0,0
C000200,2659.420620635411,,0,0,2
C000201,239.66416681895484,10784.887506852969,1,0,0
C000202,363.50863990291526,,0,1,0
C000203,3017.751906330205,27420.49099615085,1,1,1
C000204,342.08268380682364,7614.764005074107,1,1,0
C000205,125.43892362776882,,0,1,0
C000206,267.67826041548483,,0,1,0
C000207,431.6669361261521,,0,1,0
C000208,115.88823182057963,,0,1,0
C000209,1010.6221689125056,,0,0,1
C000210,3880.1624056317414,25082.51648989227,2,2,1
C000211,1728.9743495932826,24588.86389541642,1,0,1
C000212,2122.6437433393207,,0,0,1
C000213,3505.7802560267223,,0,1,1
C000214,410.6571750055337,,0,1,0
C000215,1624.026695134739,,0,0,1
C000216,233.9497191742097,,0,1,0
C000217,504.1547007592321,13633.006377843387,2,1,0
C000218,3135.885518533192,50452.94501747044,1,0,2
C000219,106.10349828843594,,0,1,0
C000220,2570.359692016697,11159.397151085292,1,0,1
C000221,711.0114561043717,,0,0,1
C000222,625.5106083925457,,0,0,1
C000223,531.8128435808705,23931.577961139177,2,0,0
C000224,994.0107569362788,44730.48406213254,1,0,0
C000225,908.0242037889526,,0,0,1
C000226,739.4498046389409,,0,1,0
C000227,1335.703424279258,,0,0,1
C000228,1096.8061385408182,,0,1,1
C000229,2478.325904093801,55260.8004936205,2,0,1
C000230,51.75875408987813,,0,1,0
C000231,499.32877877582723,,0,2,0
C000232,347.63975826110453,,0,1,0
C000233,4025.197242856165,8375.73810567602,1,0,2
C000234,3109.1563677689833,128522.24691083794,3,1,0
C000235,289.5423934777278,,0,1,0
C000236,3410.867037708357,,0,0,1
C000237,251.6366322834104,,0,1,0
C000238,1638.494788921951,,0,0,1
C000239,920.9306580061684,24939.790548951947,1,2,0
C000240,1588.0552723377064,37491.13665411918,1,0,1
C000241,634.7233148053498,,0,1,0
C000242,95.14658661337997,,0,1,0
C000243,1358.9211145042582,,0,0,1
C000244,354.09948712431,,0,1,0
C000245,196.28497869353285,,0,1,0
C000246,1053.3958556110388,37003.00112704135,1,1,0
C000247,1878.4088377884761,11714.248712070552,1,0,1
C000248,2467.8110986298607,,0,1,2
C000249,551.9148777909037,,0,1,0
C000250,2349.734441665192,,0,0,1
C000251,2363.863289071608,,0,0,1
C000252,546.3204346680672,,0,0,1
C000253,2092.495742074761,,0,0,1
C000254,1482.5885575966954,,0,0,1
C000255,1094.889849010302,12356.14773441401,1,0,1
C000256,1277.86185521988,43738.96839541161,1,1,0
C000257,664.8241370178639,29917.08616580388,1,0,0
C000258,572.5527431184279,,0,1,0
C000259,684.8204156566089,25622.2895377769,1,1,0
C000260,114.94020080825298,,0,1,0
C000261,148.15523573427274,6666.985608042272,1,0,0
C000262,3188.905886646926,25002.07377162929,1,0,2
C000263,2167.808405807986,,0,4,1
C000264,751.23220931513,23624.142169676736,1,1,0
C000265,800.599992496391,,0,0,1
C000266,1163.1078488495368,44415.65354669317,2,1,0
C000267,1608.8823058844496,36020.56705451785,1,0,1
C000268,2172.730764759079,,0,1,1
C000269,1058.9587504618785,45270.434221685275,3,1,0
C000270,1319.6133532174838,14146.9252753025,1,1,1
C000271,685.818745357948,9821.321541629282,1,2,0
C000272,2866.564470173281,,0,2,1
C000273,150.89842055641532,6790.428925038689,1,0,0
C000274,672.4624962009814,,0,0,1
C000275,1853.7929088384865,,0,0,1
C000276,176.0120727635465,,0,1,0
C000277,418.3644436785153,,0,1,0
C000278,206.84423431265787,9307.990544069606,1,0,0
C000279,572.4456369981916,,0,1,0
C000280,228.36604406203577,,0,1,0
C000281,1444.9442958224874,65022.49331201194,1,0,0
C000282,1464.4720875432145,,0,0,1
C000283,218.0987632372688,9814.444345677097,1,0,0
C000284,253.43702814121025,,0,1,0
C000285,432.58004372772257,15053.500190138591,1,1,0
C000286,1298.9662844488623,26579.85019595651,1,2,0
C000287,831.5581883721933,37420.1184767487,1,0,0
C000288,252.38243628375025,,0,1,0
C000289,715.1455970027,,0,0,1
C000290,974.4472694384564,,0,0,1
C000291,1279.4801309364598,,0,0,1
C000292,2800.6481580635877,119406.46566078415,2,2,0
C000293,526.9695683999828,,0,3,0
C000294,111.38500159046283,,0,1,0
C000295,1314.7891160195754,11373.146264024865,1,1,1
C000296,2504.041871942265,,0,0,1
C000297,345.94626784355125,,0,1,0
C000298,1590.7867072226536,,0,0,1
C000299,127.89994398950962,,0,1,0
C000300,202.566709250786,,0,1,0
C000301,2240.172553134504,,0,1,1
C000302,116.0514442016412,5222.314989073855,1,0,0
C000303,899.9977272075557,18031.82760945608,1,2,0
C000304,1782.6732252295214,,0,1,1
C000305,202.28645061071464,,0,1,0
C000306,595.6064948762497,14112.88892652386,1,1,0
C000307,290.9245495633633,,0,1,0
C000308,794.5911299493067,,0,0,1
C000309,3728.716700236231,,0,0,2
C000310,547.0891806733633,24619.01313030135,2,0,0
C000311,434.6945883839487,19561.25647727769,1,0,0
C000312,255.2454522851167,14537.7828894081,2,0,0
C000313,1372.1204353021124,,0,0,1
C000314,2561.742223567635,37493.3391063814,1,0,1
C000315,594.2383746075802,8937.207544490842,1,2,0
C000316,1181.507113575988,,0,0,1
C000317,122.27796719585102,,0,1,0
C000318,158.58233194169566,,0,1,0
C000319,1533.0568514280178,,0,0,1
C000320,701.3340501989745,,0,2,0
C000321,6608.05740569263,120528.56941042616,2,2,1
C000322,378.3420551165973,17025.39248024688,1,0,0
C000323,1188.7003536783668,6109.893771442368,1,1,1
C000324,2702.012910942761,,0,0,1
C000325,375.9801359102441,,0,1,0
C000326,448.07006000946006,20163.1527004257,1,0,0
C000327,2373.390297382485,,0,1,1
C000328,1350.447545769817,,0,4,0
C000329,2318.625673116656,82966.9503086019,1,0,1
C000330,679.1946109554275,24281.319843761805,1,1,0
C000331,2231.962523219657,,0,0,1
C000332,1251.6391677972042,9618.491605622872,1,0,2
C000333,416.5053985286299,,0,1,0
C000334,1427.562636385902,,0,0,1
C000335,112.47907687128264,,0,1,0
C000336,1843.275681514299,,0,0,1
C000337,363.0440262593922,5000.0,1,1,0
C000338,295.76872634101665,13309.59268534575,1,0,0
C000339,1190.1767956041494,53557.95580218673,1,0,0
C000340,2599.5709864675514,5000.0,1,0,2
C000341,416.6535853281949,18749.41133976877,1,0,0
C000342,87.72224105114124,,0,1,0
C000343,750.8423874483649,,0,1,1
C000344,172.19863497774386,7748.938573998475,1,0,0
C000345,303.62230473416383,13663.003713037371,1,0,0
C000346,2235.785071510818,,0,0,1
C000347,148.8861955286543,,0,1,0
C000348,832.6286524260586,,0,1,1
C000349,1866.6398064155103,,0,0,1
C000350,2513.34706956538,71146.80203557984,2,0,1
C000351,86.93879132617256,,0,1,0
C000352,143.63938929502436,6463.772518276097,1,0,0
C000353,2108.8978792565044,,0,1,2
C000354,486.9979452972366,21914.907538375646,1,0,0
C000355,3871.070100597426,7109.804545426851,1,0,2
C000356,2915.3043827988386,,0,1,1
C000357,1234.095227992506,,0,0,1
C000358,128.07736322385637,,0,1,0
C000359,1067.522614843639,,0,0,1
C000360,673.8403714571589,27225.352169676236,2,1,0
C000361,1665.3752934389684,,0,0,1
C000362,857.0029482444855,,0,0,1
C000363,738.3262586851904,7404.55098640518,1,3,0
C000364,2510.3795179445606,,0,0,2
C000365,228.62572971605616,,0,1,0
C000366,145.93704692878856,,0,1,0
C000367,329.59949559338713,,0,1,0
C000368,3108.832335802864,,0,0,1
C000369,262.4110210517339,,0,1,0
C000370,760.3366827859239,34215.15072536658,1,0,0
C000371,408.67366328088735,18390.31484763993,1,0,0
C000372,704.0329512679709,31681.48280705869,1,0,0
C000373,953.039040304305,,0,1,1
C000374,965.8238558299586,,0,0,1
C000375,315.05885484466586,14177.648468009964,1,0,0
C000376,1191.014553380932,,0,2,1
C000377,195.17051754116747,8782.673289352537,1,0,0
C000378,1650.1429271298705,,0,0,1
C000379,1970.5995750473317,15382.131612964697,1,0,1
C000380,1087.0524847777226,48917.36181499752,1,0,0
C000381,513.3518871663114,,0,2,0
C000382,114.61851225272974,,0,1,0
C000383,566.3984395802146,,0,1,0
C000384,514.7841246166482,23165.28560774917,1,0,0
C000385,137.2300703182114,,0,1,0
C000386,904.3784019640752,40697.02808838338,1,0,0
C000387,212.3613534164759,,0,1,0
C000388,4319.9730183165375,,0,0,4
C000389,494.3151954924911,22244.1837971621,1,0,0
C000390,367.7088122877193,,0,1,0
C000391,1478.450365319388,,0,0,1
C000392,4695.667783028515,46016.686322370406,1,2,2
C000393,1133.490257374224,,0,1,1
C000394,1160.9542456290988,,0,0,1
C000395,1231.9594295418058,55438.17432938126,1,0,0
C000396,2490.964582157953,,0,0,1
C000397,938.0666342409011,24169.10767962333,1,0,1
C000398,5354.89848769614,,0,0,1
C000399,2526.262488336008,,0,0,1
C000400,2235.646323913939,,0,1,1
C000401,204.75199575024783,,0,1,0
C000402,529.8594851989646,,0,1,0
C000403,125.10379104044992,,0,1,0
C000404,118.1747673045746,,0,1,0
C000405,1710.749160883693,10460.623680449662,1,0,2
C000406,979.8988570841892,44095.44856878851,1,0,0
C000407,1797.7460358592546,12996.811405243769,1,1,1
C000408,397.8798359506965,17904.59261778134,1,0,0
C000409,2798.4908385722642,,0,0,2
C000410,1133.699752197977,36396.43427917687,2,1,0
C000411,682.7465801290402,30723.596105806813,2,0,0
C000412,184.22989532165067,,0,1,0
C000413,91.4865229629779,,0,1,0
C000414,171.94017838731307,,0,1,0
C000415,1062.4334539094766,,0,0,1
C000416,2002.0917957051429,,0,0,2
C000417,439.2674347182737,,0,0,1
C000418,738.6838615455974,,0,0,1
C000419,1407.3375052295246,,0,0,1
C000420,1714.5829662758156,11925.029052157332,1,2,1
C000421,92.52479190051751,,0,1,0
C000422,564.2312302161289,25390.4053597258,1,0,0
C000423,337.7690178906171,,0,1,0
C000424,2303.0352993358506,,0,0,2
C000425,1013.9951422411696,,0,1,1
C000426,888.2453873666847,,0,2,0
C000427,2709.0593345105026,37754.65354179872,1,0,1
C000428,1655.3003582144795,,0,0,1
C000429,1653.4375499625055,34540.10416370393,2,0,1
C000430,885.5717913038923,39850.73060867515,1,0,0
C000431,2827.0031106830015,,0,0,2
C000432,626.408308817525,12262.176837959254,1,2,0
C000433,857.1061937723447,,0,0,1
C000434,1867.2573705719813,,0,0,1
C000435,126.61413380593854,,0,1,0
C000436,472.30435473825264,21253.69596322137,1,0,0
C000437,702.7906144803652,,0,0,1
C000438,193.03941096035857,,0,1,0
C000439,167.31751836194763,,0,1,0
C000440,1641.2508649970978,,0,0,1
C000441,850.9025350979659,,0,0,1
C000442,3395.3507318604734,71668.95833393894,1,2,1
C000443,2217.3260268956387,37093.40194505882,1,1,1
C000444,3424.1559064394223,46490.84460815762,1,0,2
C000445,1748.0996659242005,,0,0,1
C000446,719.055986960558,32357.51941322511,1,0,0
C000447,1672.1306936474236,,0,0,1
C000448,1824.9146043721798,46006.50866794665,2,0,1
C000449,117.9007602337439,,0,1,0
C000450,754.0825834322653,,0,2,0
C000451,98.55123636283996,,0,1,0
C000452,183.283405400748,8247.75324303366,1,0,0
C000453,145.48716031715009,6546.922214271754,1,0,0
C000454,135.53550665423575,6099.0977994406085,1,0,0
C000455,268.22246311278445,,0,1,0
C000456,579.5565633457607,,0,0,1
C000457,1803.9030700141707,,0,0,2
C000458,1248.4849443505902,,0,1,1
C000459,116.93923372216298,5262.265517497334,1,0,0
C000460,4515.212034071976,,0,0,2
C000461,300.12926537334613,,0,1,0
C000462,1997.6722168814804,,0,0,1
C000463,3667.341068331236,24678.014303685733,1,2,2
C000464,734.0339671331094,33031.52852098992,1,0,0
C000465,863.4585100456447,38855.63295205401,2,0,0
C000466,2113.609274155415,,0,0,1
C000467,270.40172379093025,,0,1,0
C000468,645.6659667444994,,0,1,0
C000469,3552.4584092075906,,0,0,2
C000470,644.8711327646827,29019.20097441072,1,0,0
C000471,223.38178244154645,,0,1,0
C000472,980.3467257155698,22796.804876824484,1,0,1
C000473,1753.4879930650895,,0,0,1
C000474,2216.9154032114816,,0,1,2
C000475,172.70945447923785,,0,1,0
C000476,2566.450400917806,16412.58220323264,1,0,1
C000477,432.89041482964416,19480.068667333988,1,0,0
C000478,260.5321018085186,11723.944581383335,1,0,0
C000479,646.9617551406079,,0,2,0
C000480,483.76744345042624,21769.53495526918,1,0,0
C000481,896.983597866279,40364.26190398255,1,0,0
C000482,3083.9930551010902,,0,1,2
C000483,2886.6130616090395,,0,0,1
C000484,734.0244956423235,,0,0,1
C000485,1356.855499947498,42150.81718752196,1,2,0
C000486,906.742070554436,9091.946506774771,1,2,0
C000487,218.80054042979089,9846.02431934059,1,0,0
C000488,3034.137334312539,,0,1,1
C000489,2549.807625339339,57361.11569718351,3,0,1
C000490,1186.1768267400714,,0,1,1
C000491,172.07354005726316,,0,1,0
C000492,4396.740282700604,,0,2,1
C000493,390.54055475353533,11997.33051622604,1,1,0
C000494,5602.147902238308,14607.154036553473,1,0,3
C000495,1270.0144487976193,10946.561103681017,1,1,1
